,TRAIN NO.,CLASS,FROM_CODE,TO_CODE,JOURNEY-DAY,JOURNEY-MONTH,JOURNEY-YEAR,QUOTA,BOOKING-DAY,BOOKING-MONTH,BOOKING-YEAR,WAITING NO.,CONFIRMED
443,10261,5,371,245,26,5,2013,9,28,2,2015,27,51
444,10351,5,156,110,28,11,2016,2,12,7,2014,10,51
445,10656,6,571,31,3,9,2015,9,5,5,2013,93,0
446,10925,2,630,418,26,1,2013,1,12,5,2016,27,51
447,10307,3,388,95,24,4,2015,4,4,11,2013,13,51
448,10112,4,292,162,3,2,2016,1,5,11,2014,18,51
449,10097,7,245,359,19,4,2014,5,1,5,2015,113,0
450,10162,6,557,244,18,12,2015,10,16,10,2013,73,51
451,10518,3,181,421,27,11,2013,11,17,5,2013,34,51
452,10073,5,411,642,29,9,2016,11,13,9,2015,97,0
453,10940,3,590,154,5,9,2016,8,18,6,2016,65,49
454,10982,7,655,514,26,11,2014,8,7,6,2013,68,51
455,10311,4,501,676,25,7,2014,11,25,8,2015,79,51
456,10448,7,254,435,13,5,2016,11,26,12,2013,17,52
457,10232,4,532,7,13,3,2015,3,22,6,2014,35,51
458,10775,6,646,453,11,2,2016,6,3,9,2013,121,0
459,10408,4,219,554,18,12,2016,7,4,11,2014,137,0
460,10166,3,418,60,27,12,2013,9,10,1,2014,21,51
461,10118,3,568,420,18,5,2014,7,11,1,2015,96,0
462,10067,1,120,429,25,8,2013,6,7,4,2016,76,51
463,10894,3,466,288,13,10,2016,1,21,1,2014,123,0
464,10107,4,454,87,26,5,2015,5,21,9,2015,59,51
465,10095,7,611,148,29,4,2015,2,28,11,2013,10,51
466,10985,4,64,37,20,9,2016,2,17,4,2016,77,51
467,10763,5,205,53,6,2,2015,5,26,9,2015,58,52
468,10902,6,326,348,8,6,2016,7,21,6,2013,130,0
469,10080,5,695,162,14,2,2016,8,19,7,2015,77,49
470,10664,2,639,413,9,1,2014,3,6,1,2015,79,51
471,10063,3,266,461,22,9,2016,11,27,11,2014,73,51
472,10797,7,626,98,29,4,2013,8,17,1,2013,37,51
473,10196,7,111,2,18,5,2015,5,6,1,2015,120,0
474,10820,4,647,324,25,11,2016,9,23,11,2014,139,0
475,10419,3,390,56,11,8,2013,1,10,4,2014,86,0
476,10635,2,238,330,19,12,2015,5,4,7,2013,33,51
477,10079,4,227,368,23,3,2013,10,20,11,2014,51,51
478,10737,3,481,49,3,4,2016,3,9,12,2014,4,51
479,10258,3,37,351,4,1,2015,5,27,10,2014,68,51
480,10248,7,651,130,8,4,2014,10,5,10,2016,79,52
481,10730,7,35,58,20,12,2016,4,22,5,2013,38,50
482,10807,3,189,262,14,6,2015,9,26,10,2016,137,0
483,10582,6,140,370,24,5,2013,5,16,4,2014,12,52
484,10754,7,692,339,27,3,2015,5,23,4,2014,70,51
485,10039,4,581,184,17,6,2013,10,20,10,2015,132,0
486,10237,6,238,472,12,3,2013,9,26,10,2013,76,50
487,10603,2,29,421,7,12,2015,4,11,5,2013,132,0
488,10129,6,637,471,26,8,2014,8,14,8,2016,20,51
489,10890,2,198,220,7,7,2016,3,16,11,2015,110,0
490,10554,5,377,230,14,12,2016,8,27,8,2014,99,0
491,10555,1,614,650,13,8,2014,8,28,4,2016,93,0
492,10729,4,598,522,27,4,2015,7,11,11,2015,29,51
493,10322,4,602,419,16,1,2015,3,21,3,2014,15,51
494,10517,7,250,117,21,8,2014,4,23,5,2015,76,50
495,10278,6,158,288,5,7,2016,2,16,2,2014,137,0
496,10033,6,124,572,22,10,2013,2,16,6,2015,46,51
497,10363,5,288,426,27,5,2014,4,16,7,2013,136,0
498,10525,4,159,660,7,6,2016,3,18,6,2015,23,51
499,10301,5,253,481,13,2,2015,11,21,2,2013,68,51
500,10425,5,183,424,29,3,2014,7,28,6,2015,71,51
501,10938,2,358,117,17,10,2016,11,3,3,2016,62,50
502,10324,6,113,313,21,7,2015,8,9,5,2015,111,0
503,10443,6,654,530,26,3,2013,2,15,6,2015,77,49
504,10560,7,8,36,25,5,2016,9,15,6,2016,136,0
505,10660,6,190,210,19,4,2015,9,11,11,2015,16,52
506,10198,6,29,545,1,4,2014,5,8,7,2016,29,51
507,10350,7,340,563,25,9,2013,11,14,10,2016,18,52
508,10124,6,457,78,24,7,2016,1,24,12,2016,4,52
509,10914,7,418,412,3,8,2016,8,23,10,2015,111,0
510,10640,6,57,181,14,9,2014,1,11,2,2016,54,50
511,10368,3,662,95,21,7,2013,10,27,2,2013,61,51
512,10083,7,216,639,2,5,2016,3,2,3,2013,88,0
513,10789,1,130,291,23,9,2013,1,28,8,2014,32,51
514,10827,1,178,502,19,2,2015,4,4,6,2016,31,51
515,10182,6,640,53,9,7,2013,4,3,8,2015,49,51
516,10582,5,294,702,6,12,2013,9,25,4,2013,80,48
517,10130,3,264,168,7,11,2015,8,13,1,2016,13,52
518,10342,2,347,366,2,6,2015,11,10,5,2016,132,0
519,10298,2,712,541,11,11,2013,9,15,7,2013,108,0
520,10758,2,409,131,9,11,2015,2,11,12,2016,81,0
521,10458,2,508,486,25,5,2016,8,6,4,2015,25,51
522,10794,6,360,673,12,12,2016,4,21,4,2015,107,0
523,10754,7,169,271,9,9,2013,4,14,2,2013,64,50
524,10230,2,440,414,10,1,2013,7,9,7,2015,28,51
525,10657,4,690,403,21,10,2016,8,10,2,2015,82,0
526,10872,6,353,599,1,8,2014,4,10,7,2014,63,51
527,10604,4,127,310,17,9,2014,8,5,7,2015,98,0
528,10888,7,406,83,2,10,2016,4,6,9,2014,102,0
529,10577,5,157,173,28,5,2014,11,22,7,2015,6,52
530,10822,4,82,688,8,5,2015,3,18,11,2013,57,51
531,10574,2,511,242,4,8,2013,11,11,3,2013,140,0
532,10013,6,15,501,24,3,2014,2,12,8,2013,5,52
533,10177,5,375,129,24,1,2013,7,29,8,2014,133,0
534,10569,6,319,68,27,4,2016,2,22,1,2013,14,51
535,10015,6,99,483,18,9,2014,3,23,9,2014,18,52
536,10549,3,287,420,10,4,2013,7,10,2,2013,46,51
537,10055,2,367,661,17,7,2013,10,21,4,2014,93,0
538,10404,6,485,28,8,12,2013,10,6,9,2014,102,0
539,10572,4,639,570,27,4,2014,8,16,11,2016,34,51
540,10325,7,131,356,27,1,2015,3,14,1,2013,13,52
541,10151,3,470,575,23,1,2016,8,20,10,2014,72,50
542,10981,4,4,337,22,6,2016,5,23,3,2016,61,50
543,10113,5,19,210,8,11,2016,3,19,8,2015,105,0
544,10822,6,622,124,26,1,2016,7,15,5,2016,67,51
545,10319,3,94,479,29,9,2015,6,14,1,2015,60,50
546,10768,3,33,264,7,2,2013,1,27,7,2013,104,0
547,10354,3,612,412,12,1,2013,8,19,6,2015,83,0
548,10009,3,180,87,3,5,2015,3,21,6,2014,102,0
549,10369,5,609,222,11,9,2015,6,17,3,2016,74,51
550,10773,7,233,528,15,8,2014,11,19,4,2015,32,51
551,10991,1,273,679,24,9,2015,11,19,11,2014,33,51
552,10665,5,508,346,29,2,2013,6,18,7,2013,72,50
553,10860,7,171,553,12,1,2014,4,13,6,2015,112,0
554,10700,2,56,192,22,4,2016,2,15,9,2015,24,51
555,10121,7,615,639,23,12,2014,11,10,10,2015,101,0
556,10218,6,487,618,15,2,2014,1,11,3,2014,37,51
557,10311,1,132,576,2,5,2013,4,28,11,2013,37,51
558,10696,2,168,136,19,5,2015,7,6,8,2014,21,51
559,10828,7,2,301,10,6,2014,11,26,12,2014,110,0
560,10150,5,271,153,14,1,2016,11,6,4,2013,71,51
561,10915,4,572,639,14,12,2016,2,27,8,2015,90,0
562,10024,4,85,164,10,7,2016,6,17,10,2015,127,0
563,10857,1,577,221,16,1,2013,3,20,1,2014,90,0
564,10790,1,546,541,21,11,2014,9,21,10,2014,85,0
565,10315,7,700,416,2,1,2015,2,23,7,2014,59,51
566,10425,6,220,183,18,10,2015,11,4,7,2016,130,0
567,10527,7,219,413,29,6,2016,5,9,11,2015,12,52
568,10382,4,77,597,2,10,2016,7,13,11,2016,44,51
569,10178,7,246,639,12,10,2015,2,3,4,2014,77,52
570,10121,1,324,147,25,1,2014,8,15,3,2016,94,0
571,10695,7,252,393,5,6,2016,10,9,7,2015,16,52
572,10890,5,701,57,13,4,2016,11,17,12,2014,31,51
573,10402,7,369,708,8,6,2014,5,15,1,2013,11,52
574,10134,3,430,82,11,10,2016,7,9,5,2014,125,0
575,10777,2,670,172,27,7,2013,4,17,8,2016,139,0
576,10428,6,288,701,8,12,2013,5,10,6,2015,116,0
577,10268,4,148,568,23,5,2015,3,26,9,2014,137,0
578,10101,6,375,576,6,9,2015,1,8,6,2016,35,51
579,10231,6,246,49,20,4,2014,5,15,6,2016,44,51
580,10288,3,114,553,17,8,2013,9,15,8,2013,92,0
581,10657,5,389,605,24,12,2014,4,9,1,2014,120,0
582,10238,6,116,601,27,3,2013,11,5,12,2015,120,0
583,10909,6,204,248,19,9,2014,4,29,6,2013,136,0
584,10991,7,131,456,18,2,2015,6,9,10,2013,104,0
585,10068,5,21,569,21,9,2015,8,25,10,2014,36,51
586,10563,3,253,289,13,2,2016,5,22,5,2014,126,0
587,10131,4,662,468,13,5,2016,1,8,10,2013,86,0
588,10688,4,237,243,5,9,2016,7,9,7,2015,94,0
589,10889,6,131,172,22,1,2013,3,10,8,2013,3,52
590,10472,3,427,316,24,4,2014,3,26,4,2013,21,51
591,10312,2,450,265,17,7,2014,4,23,2,2013,104,0
592,10325,2,10,641,4,5,2015,9,3,5,2014,49,51
593,10926,6,179,238,23,7,2016,6,10,3,2016,22,51
594,10014,2,315,147,23,9,2015,2,8,5,2015,70,51
595,10723,5,269,83,13,2,2013,5,6,5,2014,118,0
596,10257,7,363,597,21,4,2013,3,14,7,2014,56,51
597,10124,3,609,86,8,9,2014,5,17,11,2015,40,51
598,10850,1,429,297,21,5,2013,2,21,7,2016,56,51
599,10847,7,149,419,21,8,2015,7,10,8,2013,40,51
600,10784,4,333,284,10,8,2013,7,7,7,2016,50,51
601,10657,3,327,301,15,1,2014,11,10,3,2013,43,51
602,10970,7,158,192,5,12,2013,2,1,1,2015,74,50
603,10939,6,199,587,1,9,2015,9,11,9,2014,87,0
604,10743,1,686,33,14,9,2015,8,1,8,2013,98,0
605,10590,3,343,536,21,3,2014,6,24,1,2016,44,51
606,10622,6,650,164,24,2,2014,5,6,3,2014,1,52
607,10789,5,421,393,12,4,2015,1,19,11,2015,96,0
608,10715,6,140,471,17,4,2016,3,11,7,2013,1,52
609,10944,2,87,627,4,2,2015,8,20,8,2014,103,0
610,10500,3,261,707,2,5,2016,8,10,9,2015,9,52
611,10233,6,464,376,3,10,2013,10,4,3,2013,90,0
612,10638,6,349,130,23,3,2016,8,6,3,2016,122,0
613,10581,7,703,154,25,2,2014,7,22,6,2015,139,0
614,10957,5,145,294,15,4,2013,1,9,1,2014,108,0
615,10234,3,302,82,19,8,2015,9,2,9,2014,64,51
616,10747,2,706,562,22,8,2014,2,18,2,2015,66,50
617,10557,5,656,162,10,4,2015,7,4,2,2015,36,51
618,10548,6,187,535,6,8,2013,9,12,5,2014,26,51
619,10293,3,480,523,21,4,2015,8,15,4,2016,114,0
620,10924,4,654,21,26,12,2013,3,4,4,2013,3,51
621,10306,3,412,294,8,7,2014,8,23,4,2014,26,51
622,10454,5,422,271,24,9,2015,5,16,4,2016,25,51
623,10685,2,11,39,6,10,2014,10,1,9,2013,24,51
624,10282,5,669,112,8,7,2014,7,14,5,2016,79,51
625,10870,3,381,61,10,10,2015,8,12,3,2015,98,0
626,10821,7,713,435,3,9,2015,5,27,2,2013,105,0
627,10176,5,673,691,2,9,2014,11,5,9,2015,92,0
628,10177,5,687,617,11,3,2014,2,29,2,2015,37,51
629,10359,4,707,272,9,6,2014,2,20,5,2013,27,51
630,10462,6,325,268,4,8,2014,1,11,10,2016,80,37
631,10628,5,186,657,3,10,2015,4,28,10,2013,42,51
632,10278,1,299,252,22,10,2014,5,29,3,2014,139,0
633,10537,7,694,601,15,4,2014,2,15,1,2014,128,0
634,10090,6,15,129,10,2,2015,6,13,12,2015,109,0
635,10517,4,196,5,2,10,2013,5,17,7,2013,39,51
636,10977,7,47,208,8,6,2013,7,1,4,2013,110,0
637,10647,1,230,262,5,3,2015,9,23,1,2016,63,51
638,10177,2,587,74,12,8,2013,4,28,7,2013,111,0
639,10111,5,500,302,6,12,2015,9,17,12,2015,39,51
640,10749,2,293,445,18,5,2016,11,10,2,2016,44,51
641,10079,2,602,524,19,3,2015,9,23,4,2015,18,51
642,10569,4,218,619,9,7,2013,1,9,8,2015,81,0
643,10628,6,200,191,8,6,2014,8,14,12,2015,19,52
644,10063,2,441,5,25,11,2013,6,14,11,2016,97,0
645,10074,5,12,272,10,8,2016,6,12,4,2016,30,51
646,10341,7,371,186,3,1,2014,7,15,11,2014,83,0
647,10066,1,154,595,8,1,2015,8,28,5,2016,75,50
648,10523,1,638,43,15,12,2013,2,14,2,2014,109,0
649,10909,5,207,616,24,3,2013,8,10,5,2014,88,0
650,10731,6,541,454,10,8,2016,2,18,9,2014,108,0
651,10666,2,11,519,7,4,2015,4,8,3,2015,29,51
652,10290,4,560,404,23,1,2013,11,3,7,2014,34,51
653,10303,1,258,40,14,12,2013,9,15,5,2015,80,52
654,10101,4,374,196,12,6,2015,10,7,8,2014,67,52
655,10248,6,162,418,22,12,2016,5,4,9,2014,39,51
656,10520,7,323,313,23,4,2016,10,20,3,2013,1,52
657,10574,1,117,368,20,8,2014,1,3,4,2014,36,51
658,10416,5,627,224,24,7,2015,7,10,11,2013,17,51
659,10579,2,631,632,10,12,2014,6,5,7,2016,96,0
660,10643,2,42,686,10,10,2013,9,10,7,2015,76,52
661,10784,7,694,570,11,5,2016,10,23,3,2016,6,52
662,10418,4,136,693,3,11,2014,3,11,5,2015,98,0
663,10833,3,88,68,7,2,2014,10,17,9,2015,1,52
664,10502,2,43,209,18,1,2014,9,24,4,2013,24,51
665,10091,6,296,376,15,7,2014,8,10,10,2015,91,0
666,10422,6,442,233,19,12,2014,6,1,8,2014,124,0
667,10065,7,399,91,28,5,2013,9,6,6,2015,16,52
668,10747,4,711,50,26,5,2013,9,22,5,2013,35,51
669,10394,4,240,3,17,3,2013,2,20,9,2016,124,0
670,10699,1,288,2,24,5,2016,7,6,10,2016,129,0
671,10925,2,174,182,16,3,2015,10,3,10,2014,50,51
672,10071,2,510,564,2,6,2016,9,18,9,2016,109,0
673,10437,1,203,79,18,6,2013,5,24,3,2014,15,52
674,10505,5,490,198,7,6,2014,11,6,11,2015,79,52
675,10843,1,248,672,13,1,2013,3,15,3,2013,25,51
676,10671,6,681,181,5,9,2013,11,18,2,2013,3,52
677,10451,4,528,700,27,9,2016,7,10,10,2014,130,0
678,10717,1,710,402,24,8,2013,3,3,3,2016,91,0
679,10527,2,5,638,22,8,2014,5,18,7,2013,73,51
680,10001,2,609,360,6,4,2014,11,15,3,2014,127,0
681,10206,6,438,647,16,5,2014,9,13,12,2014,124,0
682,10939,3,169,362,6,10,2013,1,14,8,2013,15,51
683,10224,2,65,158,24,10,2013,7,28,1,2013,63,50
684,10887,3,620,484,29,8,2013,6,14,12,2015,88,0
685,10411,1,227,334,20,6,2013,4,28,12,2013,134,0
686,10769,7,645,392,16,10,2016,1,10,4,2015,89,0
687,10940,5,66,438,21,9,2015,10,12,12,2015,113,0
688,10525,1,519,664,28,9,2013,4,17,5,2016,13,51
689,10036,4,353,602,17,2,2014,5,9,2,2016,26,51
690,10268,7,5,444,23,1,2013,2,15,10,2013,29,51
691,10089,4,484,565,25,11,2014,4,7,5,2016,74,51
692,10769,1,334,518,2,10,2015,11,28,7,2013,109,0
693,10652,1,46,167,24,12,2016,11,11,6,2016,79,53
694,10891,6,290,127,1,6,2014,3,5,10,2015,74,52
695,10250,3,538,518,2,2,2016,8,4,5,2013,118,0
696,10066,5,8,480,22,11,2016,8,10,10,2016,48,51
697,10350,6,568,206,3,9,2015,8,15,1,2015,60,50
698,10169,5,252,301,12,8,2013,4,16,11,2015,42,51
699,10947,6,500,673,21,2,2013,9,17,11,2016,82,0
700,10937,2,239,651,23,9,2015,7,14,2,2015,82,0
701,10130,7,561,506,29,6,2013,9,6,9,2013,94,0
702,10032,7,107,85,19,11,2015,10,15,8,2015,40,51
703,10714,6,175,709,17,9,2013,11,12,7,2013,93,0
704,10357,3,661,367,8,7,2015,11,6,5,2013,134,0
705,10662,6,453,417,5,5,2016,10,14,6,2015,5,52
706,10248,4,341,31,11,10,2014,10,21,1,2016,72,50
707,10739,4,357,704,18,3,2016,7,8,3,2013,59,51
708,10051,3,81,8,7,7,2013,5,8,10,2013,110,0
709,10532,3,414,241,1,8,2016,10,16,2,2014,24,51
710,10694,3,159,162,21,4,2014,1,1,7,2016,10,52
711,10759,6,690,120,9,7,2015,10,11,3,2013,71,51
712,10770,3,56,436,24,10,2016,1,25,4,2014,133,0
713,10229,7,546,299,4,10,2016,11,12,4,2016,105,0
714,10552,4,601,447,23,12,2014,9,3,9,2015,139,0
715,10872,5,543,202,18,3,2013,5,13,3,2015,28,51
716,10358,3,184,490,12,4,2013,11,11,10,2016,58,51
717,10834,7,449,30,24,1,2015,7,1,1,2013,19,51
718,10510,3,402,39,26,1,2013,6,24,9,2015,33,51
719,10213,6,207,303,11,3,2013,5,9,5,2014,69,51
720,10227,6,575,98,24,9,2013,3,19,10,2015,53,51
721,10899,7,245,569,8,5,2013,2,1,2,2013,3,52
722,10636,7,307,476,3,2,2016,1,17,7,2015,73,52
723,10062,2,60,271,4,3,2013,6,12,9,2016,42,51
724,10313,3,442,501,7,10,2013,10,19,2,2014,88,0
725,10646,7,438,355,13,8,2015,6,5,9,2016,31,51
726,10924,4,480,95,26,1,2014,1,12,10,2016,72,51
727,10571,5,565,710,17,5,2015,4,15,2,2013,4,52
728,10799,4,464,676,2,6,2016,3,18,1,2015,128,0
729,10677,6,130,119,15,4,2016,9,1,8,2016,103,0
730,10664,5,241,591,9,2,2013,2,3,9,2015,75,51
731,10014,5,190,259,17,8,2014,4,4,10,2016,57,51
732,10880,3,414,151,11,11,2015,11,5,10,2014,70,51
733,10412,4,358,584,13,10,2015,8,18,5,2014,10,52
734,10403,7,303,218,3,3,2013,11,7,7,2016,80,53
735,10938,7,212,615,11,5,2014,9,15,9,2015,109,0
736,10890,4,317,458,22,7,2015,6,10,4,2014,105,0
737,10093,7,181,516,7,9,2015,5,22,6,2014,12,52
738,10649,5,99,98,2,1,2014,4,4,6,2015,139,0
739,10223,4,51,307,20,5,2016,1,15,8,2016,4,52
740,10150,6,423,384,7,6,2014,3,11,11,2013,13,51
741,10778,6,19,260,29,1,2014,2,11,4,2015,41,51
742,10813,3,576,469,5,2,2016,2,21,12,2014,61,51
743,10156,1,238,707,3,11,2016,10,2,7,2014,56,51
744,10890,7,128,195,20,5,2013,8,28,7,2013,74,51
745,10615,6,237,337,6,8,2013,9,24,11,2015,34,51
746,10863,1,546,234,12,6,2013,2,11,5,2014,88,0
747,10969,6,378,392,2,5,2015,5,19,12,2015,97,0
748,10307,4,400,406,4,10,2015,10,17,9,2014,119,0
749,10897,2,232,409,14,10,2016,1,18,7,2013,73,51
750,10712,6,94,124,14,2,2014,1,23,8,2014,56,51
751,10871,7,70,578,4,7,2013,2,20,6,2016,68,50
752,10551,2,566,586,28,3,2014,7,17,7,2016,18,51
753,10550,1,707,264,8,2,2014,9,28,10,2013,48,51
754,10973,3,672,293,10,2,2013,6,18,8,2014,126,0
755,10725,5,635,522,15,7,2016,9,26,5,2015,85,0
756,10694,3,64,569,17,8,2014,9,12,12,2016,54,51
757,10410,6,91,403,10,1,2013,7,7,1,2014,82,0
758,10416,5,132,689,27,12,2014,9,19,1,2014,48,51
759,10568,1,388,541,20,4,2016,2,28,3,2014,76,49
760,10241,7,479,522,28,5,2014,7,28,2,2015,76,50
761,10468,4,698,559,19,5,2016,3,15,3,2015,97,0
762,10414,3,253,117,3,8,2015,11,28,3,2016,108,0
763,10887,5,339,444,9,9,2016,11,27,9,2013,118,0
764,10082,7,46,161,18,5,2015,9,13,7,2015,63,52
765,10835,6,611,168,11,12,2016,6,13,2,2013,20,51
766,10498,4,178,619,13,8,2015,2,14,7,2015,89,0
767,10057,6,168,393,4,10,2014,1,15,4,2015,57,50
768,10596,7,354,170,23,7,2016,5,20,6,2013,34,51
769,10120,4,365,149,25,8,2013,1,14,7,2016,33,51
770,10056,2,463,331,5,7,2015,8,1,5,2014,48,51
771,10644,7,494,685,16,7,2015,2,24,12,2015,10,52
772,10100,7,220,450,15,8,2016,11,26,9,2013,20,52
773,10040,1,411,608,5,3,2013,11,26,5,2015,84,0
774,10894,1,159,672,18,6,2015,2,2,10,2015,44,51
775,10388,4,331,581,11,8,2014,5,17,1,2013,97,0
776,10045,1,171,666,1,8,2016,3,15,6,2014,40,51
777,10750,1,285,363,21,1,2016,2,1,3,2016,55,51
778,10820,4,487,533,7,10,2015,10,19,12,2014,51,51
779,10325,3,20,340,6,12,2014,5,19,8,2015,140,0
780,10698,5,175,561,5,4,2013,9,14,5,2016,3,52
781,10587,1,613,325,3,3,2013,11,23,3,2016,26,51
782,10851,2,279,12,9,5,2016,2,10,8,2013,14,51
783,10054,4,515,58,15,9,2015,5,6,11,2015,93,0
784,10252,1,272,444,1,9,2013,6,9,11,2015,131,0
785,10043,6,601,219,22,11,2016,3,17,11,2015,31,51
786,10066,7,642,162,15,1,2013,11,16,12,2016,7,52
787,10179,3,461,465,9,10,2013,9,14,6,2015,97,0
788,10885,7,452,613,7,9,2014,11,5,3,2013,113,0
789,10653,7,272,595,9,9,2014,8,16,11,2014,15,52
790,10613,4,421,593,7,8,2014,7,6,5,2014,41,51
791,10373,5,12,337,14,7,2015,6,8,8,2015,105,0
792,10755,3,86,365,4,5,2013,7,25,9,2013,75,51
793,10022,6,132,179,9,4,2013,3,18,8,2013,120,0
794,10200,7,108,25,7,12,2013,8,13,12,2014,4,52
795,10281,3,549,697,5,12,2013,10,29,6,2015,15,51
796,10014,4,203,463,20,10,2016,3,11,6,2014,17,52
797,10763,4,500,415,11,2,2016,7,14,4,2015,23,51
798,10448,5,415,684,21,7,2016,3,21,9,2016,71,51
799,10955,4,576,302,7,11,2014,2,28,12,2014,94,0
800,10877,6,536,402,1,5,2014,11,26,5,2015,62,51
801,10721,7,331,153,1,2,2014,3,15,1,2016,27,51
802,10506,2,396,79,19,3,2013,11,10,11,2013,44,51
803,10710,6,570,281,2,1,2016,7,1,9,2016,24,51
804,10362,1,566,250,6,5,2015,4,23,1,2015,95,0
805,10275,5,481,370,26,6,2015,11,2,3,2013,44,51
806,10781,7,248,295,6,6,2015,7,2,11,2014,24,51
807,10122,3,448,402,19,6,2013,8,1,6,2014,110,0
808,10214,3,287,508,20,5,2013,11,7,3,2016,8,52
809,10935,3,604,270,28,12,2014,8,15,3,2014,52,51
810,10554,2,118,534,25,6,2016,4,23,1,2016,40,51
811,10689,3,673,505,15,9,2015,7,4,8,2014,18,51
812,10216,6,450,365,1,11,2014,5,25,2,2014,26,51
813,10021,3,108,182,24,7,2016,9,8,2,2016,55,51
814,10139,7,168,522,25,3,2016,5,20,4,2016,119,0
815,10006,5,512,123,7,4,2014,7,20,6,2014,93,0
816,10120,5,209,5,8,4,2013,5,19,9,2016,29,51
817,10924,6,577,638,12,9,2016,9,22,3,2013,90,0
818,10640,7,579,39,10,11,2016,11,24,5,2015,61,49
819,10492,7,46,98,1,1,2016,1,28,3,2015,19,52
820,10224,3,35,69,16,8,2016,6,25,1,2015,87,0
821,10835,7,115,102,21,9,2016,5,8,5,2015,56,50
822,10829,4,404,538,9,9,2015,5,1,11,2015,129,0
823,10503,7,288,476,10,1,2015,1,8,3,2015,108,0
824,10490,2,540,522,2,6,2016,9,22,7,2014,103,0
825,10953,6,660,541,3,9,2016,11,9,1,2015,115,0
826,10817,2,481,145,11,10,2016,10,19,1,2014,100,0
827,10322,4,258,502,29,2,2016,3,16,11,2015,137,0
828,10709,6,194,179,16,4,2016,9,11,12,2014,116,0
829,10305,5,612,377,17,2,2013,8,10,5,2016,133,0
830,10849,5,275,659,9,4,2014,6,25,10,2016,94,0
831,10901,1,303,99,7,7,2016,10,7,1,2014,20,52
832,10554,1,235,127,1,9,2015,9,14,4,2014,89,0
833,10029,3,410,2,28,4,2013,11,4,12,2016,118,0
834,10275,2,248,64,29,10,2014,3,27,7,2014,59,51
835,10001,3,474,357,8,7,2013,2,19,1,2016,134,0
836,10403,5,713,301,26,12,2013,11,22,5,2013,63,51
837,10686,7,418,206,25,7,2016,8,7,3,2014,76,51
838,10318,3,285,238,6,5,2015,2,23,4,2014,59,51
839,10770,2,166,700,18,11,2013,3,6,1,2016,138,0
840,10635,3,254,326,13,1,2015,7,20,7,2013,45,51
841,10630,1,552,639,22,10,2013,10,8,9,2014,42,51
842,10237,1,625,712,27,8,2013,10,28,6,2014,54,51
843,10793,2,440,84,9,10,2016,9,22,8,2014,39,51
844,10256,5,508,709,4,11,2014,6,21,6,2014,80,51
845,10762,6,137,287,27,3,2014,7,18,5,2016,112,0
846,10876,2,317,116,21,7,2016,8,17,6,2015,47,51
847,10820,5,428,537,9,9,2014,11,13,4,2013,11,52
848,10837,6,349,89,9,5,2014,3,10,3,2015,44,51
849,10006,6,281,221,22,9,2013,5,24,12,2016,117,0
850,10586,5,591,216,3,3,2014,10,16,8,2014,19,52
851,10995,2,577,671,10,11,2014,1,9,10,2015,23,51
852,10933,2,41,444,13,12,2013,5,27,1,2015,43,50
853,10430,6,29,377,19,12,2013,5,29,3,2016,7,52
854,10630,3,135,56,20,9,2014,11,16,1,2013,6,52
855,10209,3,436,557,27,5,2013,11,2,10,2016,92,0
856,10883,3,316,355,20,6,2015,6,25,11,2015,45,51
857,10991,2,55,442,18,2,2016,6,7,1,2015,75,52
858,10998,3,305,448,3,1,2016,3,13,11,2015,51,51
859,10731,7,508,711,11,12,2016,9,12,3,2014,136,0
860,10029,1,503,667,11,11,2016,11,1,5,2013,8,52
861,10288,7,8,353,15,9,2015,4,21,4,2016,60,50
862,10234,4,529,290,13,2,2015,5,28,7,2014,34,51
863,10313,3,9,10,3,10,2013,11,26,6,2015,110,0
864,10126,2,406,292,29,7,2015,11,24,2,2013,99,0
865,10489,2,253,206,5,12,2014,7,14,3,2013,50,50
866,10150,2,253,580,2,1,2014,10,18,9,2016,67,51
867,10488,2,460,499,15,7,2013,2,1,5,2016,40,51
868,10643,5,609,125,5,1,2013,1,3,6,2015,78,51
869,10661,6,138,319,25,1,2016,1,13,7,2016,29,51
870,10605,3,84,392,22,10,2015,11,8,3,2013,5,52
871,10240,1,412,321,13,8,2015,1,27,7,2014,41,51
872,10110,5,278,131,26,11,2014,3,7,9,2013,120,0
873,10262,6,60,344,9,7,2016,10,7,4,2013,88,0
874,10315,6,477,567,23,5,2016,3,13,5,2013,89,0
875,10872,2,577,650,15,3,2013,10,13,7,2015,135,0
876,10934,5,66,422,22,2,2013,4,3,8,2016,13,52
877,10062,2,463,109,17,10,2016,11,22,3,2016,17,52
878,10050,4,651,123,9,12,2013,8,16,4,2013,138,0
879,10019,5,656,505,3,5,2013,6,16,8,2014,4,51
880,10024,5,416,675,13,8,2014,4,24,5,2015,107,0
881,10822,1,364,476,2,6,2014,5,4,10,2013,106,0
882,10821,1,4,633,3,5,2015,5,2,5,2014,97,0
883,10861,3,420,181,5,8,2014,3,6,7,2013,82,0
884,10015,4,257,207,9,3,2014,10,16,3,2016,73,51
885,10076,7,205,191,1,7,2016,11,9,2,2013,61,51
886,10299,7,169,49,15,2,2014,7,15,9,2013,58,51
887,10591,1,597,381,10,8,2014,5,13,5,2015,10,51
888,10487,3,306,440,24,3,2013,10,1,6,2016,100,0
889,10981,5,543,503,18,3,2016,1,3,6,2013,102,0
